No,Label,Username,Tweet
520,none,charnadyanti,@meryanaaaaa @IndiHome betollllll😮‍💨😮‍💨
521,own tweet,indihomecare,@tukang_mangkok Sama-sama Kak. Senang sekali Alo mendengar kabar baiknya dan terima kasih selalu setia menggunakan layanan IndiHome. -Alo
522,campaign,victorandreas03,"Menu sarapan tadi pagi nih... Sekarang dah laeper lagi, habis bikin kerjaan pake internet IndiHome. #InternetnyaIndonesia  #AktivitasTanpaBatas  https://t.co/6psRWGT48f"
523,remark,pecintasedap,@sbyfess Indihome aman
524,own tweet,indihomecare,"@jugaa7524 Halo, Kak Rahmat. Yoha informasikan Kakak dapat melakukan registrasi pasang baru layanan IndiHome secara mandiri melalui aplikasi myIndiHome, web  https://t.co/QjK8FCoaUU dan dapat juga melalui kami....  https://t.co/iKjoHcgB5E"
525,own tweet,indihomecare,"@jugaa7524 Halo, Kak Rahmat. Yoha informasikan Kakak dapat melakukan registrasi pasang baru layanan IndiHome secara mandiri melalui aplikasi myIndiHome, web  https://t.co/QjK8FC61GM dan dapat juga melalui kami....  https://t.co/1LEpDxH7Dr"
526,indirect complaint,mingyuamore,indihome knapasih nih anjir tbtb ke forget network trs gabisa connect lagi
527,own tweet,indihomecare,"@tukang_gelas Halo, Sobat. Terima kasih juga ya apresiasi-nya dan selamat menikmati layanan IndiHome. Have a nice day :)  -Sunny"
528,indirect complaint,arraaaa29,Indihome kenapa lemot bnget sih dari kmrn ya Allah. Pake data telkomsel juga sama aja. Trs ini kudu gimana anjir lemot semua gini
529,direct complaint,chocolaty303,"@IndiHome parah banget ya mn, wifi gangguan mulu 🤦‍♀️"
530,inquiry,jugaa7524,"@IndiHomeCare Kak, kalo mau registrasi IndiHome lewat mana?"
531,inquiry,daraingga,"@IndiHome Halo team, apakah ada jaringan internet ke desa jatimulyo, kwarasan, kebumen 54366."
532,direct complaint,pridejaeyongist,@IndiHome min wifi saya down apa gmn yhh gabisa mulu
533,incomplete,awietandiono,"Minggu lalu saya datang ke Plasa Telkom, menyampaikan maksud saya untuk berhenti menggunakan layanan Indihome dikarenakan rumah tidak akan ditempati dalam waktu cukup lama."
534,direct complaint,awietandiono,"@TelkomCare, cc: @OmbudsmanRI137  Mengapa proses pengajuan penghentian layanan Indihome saya sepertinya sulit sekali dan bertele2?"
535,indirect complaint,aaaaardhy,sinyalnya merah gini Indihome
536,direct complaint,adjisuryo,"@IndiHome ngadi-ngadi banget. Baru masang aja udah bermasalah. Reuter udah nyala, tapi internet udah ""dibagi dulu jaringannya"" sama Telkom. Kesian juga sih teknisinya, lama nunggu, tau gitu katanya sistemnya lagi mandek. Ini kesan pertama aja udah bapuk begini ya."
537,none,sempakmuamel,@bellvaneona Itu jejer jejer (bocah indihome)
538,campaign,upiibu791,"Bagaimana yah rasanya, tiap hari ketemu mantan, dan ngga bisa terpisahkan?😔🙌  Buat Kamu yang ceritanya sama kayak Vidio Original Series Geez and Ann, yuk tonton seriesnya sekarang secara eksklusif hanya di Vidio melalui IndiHome TV Kamu 🎬🍿  #AktivitasTanpaBatas  https://t.co/HKHvecRdEf"
539,remark,anasccf,Senang sekali akhirnya saya bisa menikmati Useetv Indihome gak sabar nih pengen di rumah Mulu tayanganya keren-keren banget loh  https://t.co/qyPpCc1QEy
540,own tweet,indihomecare,"@kaineriii Halo, Sobat. Untuk pengecekan lebih lanjut, silakan informasikan nomor layanan IndiHome, nomor HP, beserta nomor HP alternatif via DM ( https://t.co/yuUDRsTpwI), ya. Terima kasih. -Naia"
541,indirect complaint,mizzumono,indihome error sampe besok masa 😩😩😩
542,remark,pridejaeyongist,dom solo indihome nya aman??? apa gangguan???
543,campaign,upiibu791,"Kamus pintar seputar IndiHome minggu ini adalah Cloud Storage for IndiHome. Yuk, simak penjelasannya di sini ya!   #AktivitasTanpaBatas  #InternetnyaIndonesia  https://t.co/rPMOdYsVVe"
544,none,ungeflwr,"@AllfineD hi, mau tanya km udh di kirimin hadia dr indihome blm ?"
545,campaign,deranniez,Istirahat kerja kangen sama orang rumah rasanya pengen pulang tapi belum bisa..waktu istirahat kerja sempetin ketemu secara virtual pake internet dari IndiHome setidaknya mengobati kerinduaanku mesti belum bisa pulang #InternetnyaIndonesia  #AktivitasTanpaBatas  https://t.co/ZrA97Wneh0
546,negative remark,hadirussadi,Indihome anj
547,remark,lindhahy,"Enaknya pagi ini masak apa yaaa, seneng banget jaman sekarang lebih mudah cari referensi menu masakan rumahan di google, thankyou IndiHome skrg ga bingung2 lagi sih mau masak apa, cuman bingung mau masakin siapa wkwk 😁  https://t.co/rvuAJum6iR"
548,remark,lindhahy,"Selamat hari selasa! Jgn pernah larut dlm rasa, terima segala kekurangan dan lakukan yg lebih baik di hari esok. Jgn menyerah dan tetap smgt! IndiHome siap dukung aktivitas onlinemu, pekerjaan online jd lebih mudah😊  https://t.co/Z9aqGPNFgl"
549,direct complaint,awietandiono,"Kalo dengan alasan itu, mengapa kalian menerima pengajuan pemasangan Indihome dari saya padahal jelas2 nama pengaju layanan (saya sendiri) berbeda dengan nama pelanggan yang tercatat. Kalian harus punya data siapa yang mengajukan layanan."
550,remark,qfly_mu,Keren nih doodle celebreting hari perempuan dari google! Selamat hari perempuan buat para perempuan yang selalu hebat diluar sana💪🏻 internet emang selalu informatif sajikan info yg up to date dengan koneksi indihome yang selalu lancar😚  https://t.co/PTuS7AXeG0
551,own tweet,indihomecare,"@Rifkiabdulmajid Hai, Kak Rifki. Pasang baru dikenakan biaya ya. Biaya Pasang baru IndiHome sebesar Lima Ratus Ribu Rupiah belum termasuk PPN 10% dan dibayarkan diawal saat layanan IndiHome Kakak sudah aktif. Terima...  https://t.co/8wgWcAzLB8"
552,none,rindousmanbun,koko suka fortune telling tuh lucu bgt sumpah 😭 koko anak indihome
553,direct complaint,nandaarully,"@IndiHomeCare @IndiHome BENUL!! Boleh ndak papa, soalnya saya buka Canva buat bikin tugas aja lama betul. Terima kasih min 🙏🏼🙏🏼🙏🏼"
554,indirect complaint,erikncxx,Indihome 2 hari lemot i nyapo jane tulungg kene arep kerjo woy
555,own tweet,indihomecare,"@avocadours Halo, Kak Mia. Yoha bantu pengecekan yah Kak, informasikan dahulu nomor internet, atas nama pemilik, alamat, jumlah tagihan terakhir, relasi dengan pemilik IndiHome, nomor HP utama dan nomor HP...  https://t.co/JCPJXi7oHJ"
556,own tweet,indihomecare,"@avocadours Halo, Kak Mia. Yoha bantu pengecekan yah Kak, informasikan dahulu nomor internet, atas nama pemilik, alamat, jumlah tagihan terakhir, relasi dengan pemilik IndiHome, nomor HP utama dan nomor HP...  https://t.co/wMdq8BGvPi"
557,direct compliment,pesikindra2,Thanks to Giroud❤️❤️🖤🖤 #forzaMilan  Streaming apapun jadi enak pake Indihome anti lelet😍😍😍  https://t.co/QcX9WomdKv
558,none,statefhanie,@numpanglihat @okkyandrianlola @IndiHome bener bgt nihh skrng udah harus kek bgini semuaa
559,direct complaint,euphorianda,"Dan terjadi lagi…. Halo Indihome, ini kok modem saya LOS nya nyala gini ya &amp; no internet access jg. Udah di restart, dan didiemin. Tolong ya, saya lagi ada meeting jd terhambat @IndiHomeCare @IndiHome  https://t.co/cH4kDgBy42"
560,own tweet,indihomecare,"@Putra_anjaya01 Hai, Kak Putra. Benar sekali Kak, jika Kakak telat bayar tagihan IndiHome maka akan dikenakan denda 5% (jika masih bulan yang sama) dan denda 10% (jika sudah lewat bulan). Jangan sampai bayar lewat...  https://t.co/SZTj4mdFuA"
561,own tweet,indihomecare,"@nandaarully @IndiHome Halo, Kak Nanda. Apakah nomor internet dengan akhiran **88? untuk menstabilkan kembali jaringan internetnya, Boang bantu lakukan restart jaringan dari sistem. Hal ini akan menyebabkan koneksi IndiHomenya mati sejenak. Apakah Kakak berkenan? ditunggu konfirmasi berikutnya. -Boang"
562,negative remark,inirai_,Kagak jelas @IndiHome
563,negative remark,nandaarully,"@Cookieboxel_nft @IndiHome udah suudzon sampe ganti pass wifi. kirain bakal agak cepet, ternyata sama ajaa :)"
564,own tweet,indihomecare,"@mr_MRamadhan Selamat siang, Kak Ramadhan. Geni informasikan jatuh tempo pembayaran IndiHome adalah tanggal 20 setiap bulannya. Jangan sampai telat ya agar tidak dikenakan denda dan pastinya jaringan Kakak tidak...  https://t.co/lrsZZb0DGl"
565,direct complaint,calonmayatdunia,"Dari semalem jaringan indihome ga stabil, eh sekarang malah ""tidak ada jaringan"". Ini kenapa ya? @IndiHome @IndiHomeCare"
566,remark,chilaangela2,Untung punya temen yg kerja di grapari. Jd bisa nanya knp tagihan indihome naik😅😅 maklum emak emak kalo naik dikit aja udah protes 😛😛
567,direct complaint,yebjt,@IndiHomeCare selamat siang. Saya dapat info penambahan paket Indihome dan seamles yg tidak saya lakukan. Apa bisa bantu lakukan pembatalan? Trims
568,direct compliment,eihdelweis,mantap eh indihome ((bukan buzzer))  https://t.co/LeGMMBBicp
569,campaign,useetvcom,Berdendang bersama irama dangdut yang meriah! Tayang eksklusif di channel @useeprime CH 88 (SD) | 908 (HD). Akses streaming via aplikasi UseeTV GO atau melalui browser di  https://t.co/iQTZBKnq1D.  #AktivitasTanpaBatas #IndiHome #IndiHomeTV #UseePrime #StudioDangdut #MusikDangut
570,indirect complaint,urrsweetheart,Woi indihome knp sii gue ada kelass
571,direct complaint,bgassssssssss,@IndiHome @IndiHomeCare gercepan dong wifi nya gaberes nih
572,none,numpanglihat,"@okkyandrianlola @IndiHome Bener ... Cm gua kasih watermark di foto nya ""Foto ini dipergunakan untuk kepentingan indihome tanggal xx. Xx. Xxxx"" Untuk posisi dan kalimatnya seenak lu aja bang aturnyaa, kenain bagian ktp dan tangan sih klo saya"
573,own tweet,indihomecare,"@venaramboo Halo, Kak Vena. Silakan informasikan nomor layanan IndiHome, nomor HP, beserta nomor HP alternatif via DM ( https://t.co/yuUDRsTpwI), agar segera ditindaklanjuti. Terima kasih. -Naia"
574,negative remark,esa_muktiaji,"fix indihome anjing, pemakaian ke 8 bulan, baru kerasa bangsatnya, makin kesono makin bangsat dh pasti"
575,campaign,nadasyifa396,Istirahat sambil santai nonton yt.. Rose is the cutest and most endearing person ever. This vlog was cute! ☺️😍 Pake #IndiHome internet lancar bikin #AktivitasTanpaBatas  https://t.co/E31zK0WLmt
576,campaign,diahkartikas1,"Masih belum tau nih mau makan siang apa🤔 beli bakso aja kali ya, simple dan cocok buat anak kosan. Pas banget nih lagi scroll TikTok pake IndiHome ada bakso yg cukup menggoda, pasti enak nih bikin ngiler aja 🤤 #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/JS1CwY8avW"
577,negative remark,rdy_ayu,indihome iki kok sering nakal ya 🥲
578,direct complaint,klmpkpnrbngtokt,"@IndiHome dari semalem internet bermasalah ini, udah laporan malah tbtb laporan selesai padahal belum ada teknisi dateng kerumah"
579,inquiry,mr_mramadhan,"@IndiHomeCare Min, kalo jatuh tempo pembayaran IndiHome itu tanggal berapa ya?"
580,inquiry,barchbitj,ges ada yg kerja di indihome gak?
581,inquiry,putra_anjaya01,"@IndiHomeCare Katanya kalo terlambat bayar IndiHome itu dikenakan denda, Benar gak? Kalo benar, dendanya berapa ya? #MauNanyaDong"
582,inquiry,putra_anjaya01,"@IndiHomeCare Min, 1 IndiHome TV bisa gak berlangganan 3 STB sekaligus? #MauNanyaDong"
583,negative remark,kesetgoodbye,Gusti nu agung indihome
584,negative remark,prettypplsimp,@Askrlfess jgn nder mending biznet / myrep. gw nyesel pake indihome ud lemot bgt suka mati anjeng
585,inquiry,imericho,"@IndiHomeCare Saya mau pasang indihome dan harus tanam tiang. Pertanyaan saya, semisal suatu saat saya pindah rumah atau ada renovasi, apakah tiang nya bisa di copot? dan apakah ada biaya?"
586,negative remark,bonniewir,@tintinnya @klinikhukum @IndiHomeCare Okay jadinya bagusan mana.. ini lagi mau ganti ke indihome soalnya tapi kok testimoni nya gini
587,remark,sikhof14,"selamat Pagi, Semangat Pagi. Semalem lembur  di temenin IndiHome buat kerjaan jadi cepet beres. Meskipun Lembur pagi ini harus tetap semangat dong kan ada kopi bikin ga ngantuk dan semangat lagi! 💪  https://t.co/wGK7ZnQ5fz"
588,none,alexandrioda,"@peachjaegf @tanyakanrl Yg max buat pasar amerika kalo gak salah,, go buat Asia. Langsung aja dari aplikasinya ntar buat akun, disini kalo udah langganan parabola (first media, mnc, indihome atau beli dari app telkomsel) langsung bisa sync akun."
589,remark,sikhof14,"Mau siapin bekal buat nanti sore. Bekal kali ini ditemenin dengan menu nasi goreng spesial makin spesial karna buatnya sambil liat tutorial di youtube pake internet IndiHome, semoga aja enak deh 😁  https://t.co/vE8Q3RzHFq"
590,remark,sikhof14,Hari ini kesempatan buat refresh otak lagi ni. Refreshing kli ini mau aku gunain vidiocall sama mama pake internet IndiHome. Udah lama ga ketemu dan semoga vidiocall kali ini bisa ngobatin rasa rindu deh 🥰  https://t.co/F4SHPTg0wW
591,remark,sikhof14,"Pagi hari ini cerah banget ya, cocok banget buat olahraga di rumah aja pake tutorial dari youtube dan internet IndiHome. Kapan lagi weekend bisa produktif 😉  https://t.co/wHXXiBhGe5"
592,campaign,indihomejtd,"Promo Mbois internet kenceng abizz!! Wayahe pasang IndiHome nih lur, paket 2P Internet + Telephone, gratis telfon 100 menit lan kecepatan internet hingga 100 Mbps! Ayo serbu lur, pas banget kanggo kebutuhan aktivitas onlinemu! 😱  #InternetnyaIndonesia #AktivitasTanpaBatas  https://t.co/xFZ1kVQ0oE"
593,direct compliment,warteguhhh,Wi-fi udah bener. Mantap @IndiHome
594,direct compliment,xilchkaf,tysm indihome.  https://t.co/5rZlD8NJmt
595,none,buddyonethree,"@vybluee @bpmentofficial Punya indra ke sembilan mba.. rata"" anak indihome"
596,indirect complaint,cookieboxel_nft,@nandaarully @IndiHome lemot sangat :))
597,indirect complaint,nandaarully,kurasa rasa @IndiHome lagi lemot yaa 😭🔫
598,own tweet,indihomecare,"@okkyandrianlola Halo Kak Tretan.  Syarat yang diinformasikan oleh rekan sales tersebut, betul syarat pendaftaran pasang baru IndiHome saat ini. Survey lokasi akan dilakukan setelah proses registrasi. Terima kasih. -Indah"
599,remark,duyy18,@okkyandrianlola @IndiHome daftar lewat aplikasi indihome aja bang kalo ragu. ntar kalo dah daftar diaplikasi tinggla tunggu teknisi datang. gak ribet
600,direct complaint,rizqibanget,"@IndiHomeCare min, indihome indikator los"
601,campaign,nadasyifa396,"Kata orang cinta memang tak butuh alasan, tapi kadang juga butuh loh Sob!!  Kayak cinta sama Kpop ada beberapa alasannya nih!! Hayoo Sobat yang mana nih?  Kabar gembira buat Sobat karena tiap Sabtu &amp; Minggu di Youtube IndiHome ada KAI EXO loh!!  #AktivitasTanpaBatas #IndiHome  https://t.co/XuTrcnfjik"
602,direct complaint,goodnessinside8,"@IndiHomeCare Jawaban ini sudah teramat basi ! Setiap hari selama 130 hari lebih jawaban ini kalian berikan.  Kami ingin kepastian hal dibawah ini :  Hari, Tanggal dan Jam berapa Layanan Indihome bisa kami pergunakan kembali dengan normal ?  @TelkomIndonesia @IndiHomeCare"
603,campaign,fadilsatya08,"Kata temen ku, potong rambutnya d kasih jalan yg lurus th, biar kaya IndiHome, sinyal internet nya lurus, makanya lancar. 🤭 #InternetnyaIndonesia  #AktivitasTanpaBatas  https://t.co/OoeshqIPF9"
604,own tweet,indihomecare,"@febimilue Hai, Kak Febi. Zati informasikan saat ini IndiHome belum menyediakan paket bundling dengan Netflix. Kakak bisa langsung akses Netflix menggunakan jaringan IndiHome nya ya. Terima kasih. -Zati"
605,remark,okbelliza,"Selasa : Jangan memaksa atau sok berkuasa. Saling menjaga dan tenggang rasa. Semua bahagia! have a nice day, indihome selalu dihati 💕  https://t.co/aMcawzKidB"
606,campaign,susiloningrum01,"Dapet video nih saat LG browsing pake IndiHome, cara ngupasnya unik.. tapi hasilnya bagus tuh.  Bisa dicoba. #InternetnyaIndonesia  #AktivitasTanpaBatas  https://t.co/Vh5SNELXSJ"
607,direct complaint,ghealf,@IndiHome knapasih dc dc mulu? Uda dibayar btw. Tolong dong ah... Sebel..
608,negative remark,w_i_d_h_i,"Pemerintah gencar bangun jalan tol. Tp utk tol langit/akses broadband nampaknya terhambat oleh strategi Indihome yg ngeset margin tinggi bgt. Dr 70 jt rumah tangga, baru 11 jt yg tercover, kalah jauh dari Thailand, bahkan Vietnam @jokowi @erickthohir @PlateJohnny @AryaSinulingga  https://t.co/9FhsmVwNNi"
609,remark,0xluxkyy,Win $20 aja udah cukup buat pasang indihome
610,none,oneman15118758,"@N3wy012k @professordeka @affrizalgani @tintinnya @klinikhukum @IndiHomeCare Ada solusi lain tidak kak selain indihome.  Soalnya saya dulu mau pasang. Namun karena daerah jauh dari Kotak kabel, saya dibebani biaya tambahan kabel dan atau dijanjikan akan ditempatkan kotak kabel yang dekat dengan rumah.  Tapi sampe saat ini tidak terealisasi."
611,own tweet,indihome,"Siapkan waktu untuk dukung dan menyaksikan pertandingan klub kesayangan Kamu agar lolos ke babak perempat final, hanya di Vidio bersama IndiHome! 🤩  #InternetnyaIndonesia #AktivitasTanpaBatas  https://t.co/UtpuQfgCXJ"
612,own tweet,indihome,"Sobat, siapa yang sudah tidak sabar menyaksikan laga ke-2 dari #UCL babak 16 besar?  Catat jadwalnya, 9 Maret 2022, pukul 03.00 WIB!  https://t.co/OC5JB9nbSb"
613,own tweet,indihomecare,"@JQueeBee1 Siang, Kak Bee.  Ada dong Kak, kami memiliki paket IndiHome Pelajar, Pendidik, dan Jurnalis. Informasi lebih lengkapnya, sudah Yuli informasikan via DM, silakan melakukan pengecekan dan interaksi...  https://t.co/536clejRJl"
614,own tweet,indihomecare,"@gilaqlo Hai, Sobat. Guna dibantu cek lebih lanjut, berkenan informasikan data berikut: -Nomor layanan - Atas Nama - Alamat pemasangan - Jumlah tagihan terakhir (lunas) - Relasi dengan pemilik IndiHome -...  https://t.co/dFhvNltzv3"
615,negative remark,mlermaid,INDIHOME NGGA JELAS BANGET
616,campaign,feninovitasar14,"Ada yang tau gak, namanya atau cari dimana nih, yang Kya gini..?  Kayaknya harus nyari resepnya sendri nih, ntr sore ah, browsing ma IndiHome, hunting resep roti.  #InternetnyaIndonesia  #AktivitasTanpaBatas  https://t.co/81bfrnrsc1"
617,negative remark,tbzanya,Indihome monyet.
618,direct compliment,yummicellss,"Download 300mb gk sampe semenit dong, indihome makin kenceng aja nih"
619,negative remark,asuuraimuuu,stres amat lah indihome rangkas kualitas sampah
620,negative remark,michelle_881,INDIHOME KENAPA SI ASU DARI KEMAREN KERJAANNYA BIKIN EMOSI
621,remark,yummicellss,Gak sabar nunggu hari sabtu minggu buat nonton bebeb Kai di youtubenya indihome
622,campaign,baynatha,Sambil kerja. Nonton indihome bisa laaa  #Aktivitastanpabatas  #InternetnyaIndonesia  https://t.co/sHPwOhYXve
623,direct compliment,yummicellss,Tayangan usee tv emang paling favorite deh kalo nonton di IndiHome TV
624,campaign,feninovitasar14,"Dapet cara mudah saat browsing YouTube pake IndiHome, gimana nih..?? Ada yg mau bantuin bikin gak?  #InternetnyaIndonesia  #AktivitasTanpaBatas  https://t.co/OAtgK3PVOD"
625,negative remark,nadiaazulfi,@IndiHome hadeeeeh
626,remark,yummicellss,"Semenjak langganan IndiHome, setiap pagi udah jadi rutinitas anak anteng banget nonton IndiKids"
627,remark,yummicellss,"Mengawali hari selasa dengan olahraga tipis-tipis bermodalkan workout di youtube, untungnya pake indihome jadi gak khawatir kehabisan kuota  https://t.co/IwNrigSfdn"
628,campaign,a_munif,Tebar berita telkom jabar kembali lagiiiii. Senang pake Indihome #AktivitasTanpaBatas  https://t.co/QSFwIVfEWJ
629,campaign,st_nurjanahh,"Fenomena hallyu wave yg tengah happening saat ini, tidak selalu toxic ko. Bahkan bisa jadi motivasi. Nah.. #IndiHome tengah menayangkan aktivitas seru KAI #EXO lho, salah satu idol grup yg juga menginspirasi   https://t.co/hNkhZnpzko  #AktivitasTanpaBatas  https://t.co/yQa26StGWo"
630,own tweet,indihomecare,"@DikiFikri999 Halo, Kak Diki. Terima kasih atas apresiasinya ya, ikuti terus timeline kami untuk informasi menarik seputar produk dan layanan IndiHome lainnya. Selalu jaga kesehatan dan semangat beraktivitas ya :) ...  https://t.co/obGuluKL3s"
631,none,budi_anwirra,@_SEKNAS_RI @Lohan2828 @K3nshin_KR @Rosedah76 @muhammadiyah @MUIPusat Semakin kesini MUI kelihatan semakin Bobrok nya. Yg mengatasnamakan Ulama justru banyak yg keblinger.  Ga ada Manfaatnya LSM MUI itu.  Majelis Ulala Indihome.
632,campaign,a_munif,"Tiba-tiba nggak bisa terkoneksi? Tenang Sobat, tiga langkah berikut ini bisa Kamu coba loh. Yuk, simak dan jangan lupa saved ya sob! 🥰 Indihome terbaik #AktivitasTanpaBatas  https://t.co/CEjMO1aBwl"
633,none,joeaaaan,"@keroopiiw indihome ku aman i, tergantung amal dan perbuatan kyoke"
634,direct complaint,goodnessinside8,"@IndiHomeCare @TelkomIndonesia Hari, Tanggal dan Jam berapa Layanan Indihome bisa kami pergunakan kembali dengan normal ? @IndiHomeCare @TelkomIndonesia  136 hari itu penyimpangan yang sangat jauh dari SLG Indihome 3x24 Jam!"
635,campaign,a_munif,"sobat IndiHome, buat yang masih bingung buat redeem poinnya.  #InternetnyaIndonesia  #AktivitasTanpaBatas  https://t.co/EDGbJloXCY"
636,campaign,suprinsloo,"Udah selasa lagi, yok kita kembali kerja pake jaringan lancar dari IndiHome buat kerjaan hari ini cepat selesai. #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/Sqgovue539"
637,none,arifzein,@okkyandrianlola @IndiHome Lah itu kan ISP ya ? Bukan lembaga keuangan atau fintech kan ? Skrg pake KTP + selfie gitu ya ?
638,indirect complaint,nelheeyoungkyu,Indihome gk tobat² eror nya...eror kok terosss
639,inquiry,febimilue,"@IndiHomeCare min, IndiHome ada paket yang bundling Netflix ngga?"
640,direct complaint,venaramboo,"@IndiHomeCare pagi indihome. Sudah 2 hari ini, kmrn dan skrg wifi kalo pagi sampe jam 11 siang, wifi nya mati total tdk bs digunakan, apakah ada perbaikan?"
641,negative remark,w_i_d_h_i,"@arikowidtrash @tsaradiary @IndiHome Percuma ngetag @indihome, mending langsung ke pemegang saham pengendali @jokowi @erickthohir"
642,campaign,idris_oemar,"Nih sobat IndiHome, buat yang masih bingung buat redeem poinnya.  #InternetnyaIndonesia  #AktivitasTanpaBatas  https://t.co/pKQYq4Yf07"
643,remark,3dota,"@tintinnya @klinikhukum @IndiHomeCare Indihome gak ada mencantumkan QOS dalam kontrak dengan pelanggan rumahan serta kecepatan yg didapatkan pelanggan ""hanya"" Up To (hingga). Coba berlangganan paket corporate yg lebih jelas hitam di atas putih-nya"
644,negative remark,anggertito,"Anjay indihome udah nggak nyuruh restart modem, mereka remote restart, mandiri sih tapi kok kampret jg ya 😌"
645,direct complaint,brownieakashi,@IndiHomeCare kenaapa indihome error lagi untuk ke 4 kalinya kurang dari seminggu. Gimana ini????
646,none,arikowidtrash,@w_i_d_h_i @tsaradiary @IndiHome
647,negative remark,kaineriii,ga indihome ga Indosat sama aja  https://t.co/iS9iTjqmaE
648,campaign,baynatha,"Sobat yang suka nonton series Geez and Ann, yuk tonton seriesnya sekarang secara eksklusif hanya di Vidio melalui IndiHome TV Kamu 🎬🍿  #InternetnyaIndonesia #AktivitasTanpaBatas #GeezAndAnnSeries  https://t.co/JpN9G68KG6"
649,campaign,a_munif,"tugas cepat beres karena dibantu WiFi IndiHome yang kenceng banget, jadi bisa keluar cari camilan. #internetnyalndonesia #aktivitastanpabatas  https://t.co/WMAwElnW3i"
650,direct compliment,stifwiliam,@IndiHomeCare mantap IndiHome
651,campaign,dony2305,"tugas cepat beres karena dibantu WiFi IndiHome yang kenceng banget, jadi bisa keluar cari camilan. #internetnyalndonesia #aktivitastanpabatas  https://t.co/3FTqaA3bKG"
652,own tweet,indihomecare,"@abiyyubiyu Halo, Kak Abi. Laporannya bisa dibantu melalui kami di sini. Silakan informasikan terlebih dahulu atas nama, alamat lengkap, jumlah tagihan terakhir(lunas), dan relasi dengan pemilik IndiHome via DM...  https://t.co/JlfF2bPGRM"
653,direct compliment,sucikanhatiii,Biar lenganmu tidak menggelambir 🙈. IndiHome aku suka kamu!!  https://t.co/C6NW4F9Y1y
654,direct complaint,raanoo_____,"tolong @IndiHome benerin jaringan lu di daerah condet, jangan males kerja"
655,negative remark,dikazicaedmon,@tintinnya @klinikhukum @IndiHomeCare Udah biasa itu.. Dari masa internet busuk ke speedy sekarang ke indihome.. Layanan internet nya tetap busuk. Tapi hampir semua layanan publik indonesia busuk sih.. Mau provider apapun.. Makanya kadang lucu aja kalo pemerintah sok bicarai metaverse Jaringan internet ae masih bosok
656,direct compliment,sucikanhatiii,"Perutmu akan ulalaaaa. Makasih IndiHome yogaku ngak lancar kyak tol ,🥰  https://t.co/rA9SxcR8N8"
657,none,rezarivalda,"@okkyandrianlola @IndiHome Sempet... Sebelumnya nanya kenalan yang pakai, dan mereka juga diminta, jadi akhirnya dikasih meski fotonya pakai sim"
658,remark,vnyfe,@TelkomJabar 2-1-3-4-5 #GiveawayTelkomjabar #IndiHome  IKUTAN YUK @itsvelisa @jantitjendana @SitiSannah @SitiRatnawati @ndyviolita
659,negative remark,arifiantoyusma,"@starlightsea_ @affrizalgani @tintinnya @klinikhukum @IndiHomeCare Bener, mereka cakupan nya emang luas. Sy juga pake Indihome.. awal2 aja, sampe Biznet datang. Daaann.. pindah lah akhir nya..😁"
660,own tweet,indihomecare,"@sushhhitrash Hai, Sobat. Sulis informasikan SOD (Speed On Demand) merupakan fitur dari produk home internet (IndiHome) untuk melakukan upgrade speed internet secara temporer atau sementara sesuai kebutuhan Kakak...  https://t.co/UYT7JydlRG"
661,none,hnata__,"@okkyandrianlola @IndiHome Pas survei lapangan katanya lokasi kejauhan dari titik kabel, kelebihan 100 meter. Gaberani pasang, nunggu instruksi atasan dulu."
662,direct complaint,tamarazhazha,Indihome kenapa lagi nih kok jaringannya kek gini lemot banget @IndiHomeCare
663,direct complaint,nasisotoayam,halo @IndiHome ini dari minggu kemarin kenapa ya lemot terus? kadang nyambung kadang engga
664,negative remark,ninitninitninit,@meatizmurder @secgron @IndiHome @MyRepublicID Emang CS nya ngang ngong ngang ngong kaga ngerti apa2 kak
665,negative remark,emp02sunghoon,@EMP90Wooshik Kalau kalah game apapun itu emang salahnya indihome
666,remark,budi71702216,@TelkomJabar My indihome
667,campaign,rzkyap21,"IndiHome udah bisa daftar lewat Scan QR nih, keren! #AktivitasTanpaBatas  https://t.co/By1xCgwumN"
668,negative remark,deyouniverse,Ada ada aja dah indihome
669,campaign,suprinsloo,"Biar selasa-nya makin semangat. Kerja sambil dengerin podcast yang seru di Spotify, pake jaringan lancar dari IndiHome udah paling bener. #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/oFP0gDmhF1"
670,campaign,suprinsloo,"Biar tetap sehat, sempatin olahraga pagi di rumah sebelum kerja ditambah streaming youtube pake jaringan IndiHome biar makin semangat! #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/DZlTC1xvDx"
671,campaign,suprinsloo,"Hari ini buat sarapan paginya sambil nonton tutorial di youtube, berguna banget jaringan yang lancar IndiHome buat aku yang baru belajar masak #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/4rKeNVgzhN"
672,none,meatizmurder,@ninitninitninit @secgron @IndiHome @MyRepublicID sumpah myreeeep bener bener kesel 2x nelfon CS 2x nerima jawaban beda gangerti apa ga diajarin atau gimana
673,remark,taripermata4,"Waduh, scene ini bikin deg-degan banget, kasian Jenny shock berat pas tau dia harus ditahan😭 rewatch yuk di IndiHome TV pastinya!  https://t.co/5HLUfg2bmB"
